City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
473,Bonthe,SL,2020-01-05 09:04:09,7.53,-12.5,76.42,60,30,5.7,scattered clouds,0.0,0.0
474,Houston,US,2020-01-05 09:04:03,29.76,-95.37,51.01,81,1,3.69,clear sky,0.0,0.0
475,Solnechnyy,RU,2020-01-05 09:04:10,50.72,136.64,-5.49,87,31,1.52,scattered clouds,0.0,0.0
476,Srednekolymsk,RU,2020-01-05 09:04:10,67.46,153.71,1.13,57,58,2.44,broken clouds,0.0,0.0
477,Anloga,GH,2020-01-05 09:04:10,5.79,0.9,71.6,37,45,10.29,haze,0.0,0.0
478,Aripuana,BR,2020-01-05 09:04:11,-9.17,-60.63,71.98,99,100,3.29,moderate rain,3.31,0.0
479,Chunoyar,RU,2020-01-05 09:04:11,57.45,97.32,14.16,91,41,6.78,scattered clouds,0.0,0.0
480,Yermolayevo,RU,2020-01-05 09:04:11,52.7,55.83,25.45,96,100,10.45,light snow,0.0,0.31
481,Les Cayes,HT,2020-01-05 09:04:11,18.19,-73.75,79.05,78,16,6.46,few clouds,0.0,0.0
482,Nuevo Progreso,US,2020-01-05 09:04:12,26.05,-97.95,50.0,87,1,4.7,clear sky,0.0,0.0
483,Santa Isabel Do Rio Negro,BR,2020-01-05 09:04:12,-0.41,-65.02,72.52,81,83,0.69,broken clouds,0.0,0.0
484,Phan Thiet,VN,2020-01-05 09:03:02,10.93,108.1,85.95,42,46,8.68,scattered clouds,0.0,0.0
485,Izberbash,RU,2020-01-05 09:04:12,42.57,47.86,41.0,86,75,4.47,broken clouds,0.0,0.0
486,Botshabelo,ZA,2020-01-05 09:04:12,-29.23,26.73,77.0,53,0,11.41,clear sky,0.0,0.0
487,Port Moresby,PG,2020-01-05 09:02:26,-9.47,147.16,86.0,70,40,11.41,scattered clouds,0.0,0.0
488,Joshimath,IN,2020-01-05 09:04:13,30.57,79.57,36.99,31,50,4.03,scattered clouds,0.0,0.0
489,Half Moon Bay,US,2020-01-05 09:04:13,37.46,-122.43,50.0,87,75,14.99,broken clouds,0.0,0.0
490,Gijon,ES,2020-01-05 09:04:13,43.54,-5.66,45.0,93,20,4.7,few clouds,0.0,0.0
491,Batagay-Alyta,RU,2020-01-05 09:04:13,67.8,130.41,-21.89,74,63,3.2,broken clouds,0.0,0.0
492,Souillac,FR,2020-01-05 09:04:14,45.6,-0.6,36.0,87,0,7.29,fog,0.0,0.0
493,Mangrol,IN,2020-01-05 09:04:14,25.33,76.51,72.27,33,0,2.46,clear sky,0.0,0.0
494,Evensk,RU,2020-01-05 09:04:14,61.92,159.24,1.94,43,15,3.96,few clouds,0.0,0.0
495,Mayo,CA,2020-01-05 09:04:14,63.59,-135.9,-14.8,62,20,9.17,few clouds,0.0,0.0
496,Ojinaga,US,2020-01-05 09:04:15,29.56,-104.41,41.0,52,1,6.93,clear sky,0.0,0.0
497,Broken Hill,AU,2020-01-05 09:04:15,-31.97,141.45,71.6,30,43,25.28,scattered clouds,0.0,0.0
498,Houma,CN,2020-01-05 09:04:15,35.63,111.36,33.53,98,100,3.71,snow,0.0,1.75
499,Bafata,GW,2020-01-05 09:04:15,12.17,-14.67,67.5,15,4,8.43,clear sky,0.0,0.0
500,Tuy Hoa,VN,2020-01-05 09:04:16,13.08,109.3,76.15,78,97,16.64,overcast clouds,0.0,0.0
501,Ibra,OM,2020-01-05 09:04:16,22.69,58.55,76.62,43,45,8.79,scattered clouds,0.0,0.0
502,Tessalit,ML,2020-01-05 09:04:16,20.2,1.01,59.54,25,0,19.01,clear sky,0.0,0.0
503,Flin Flon,CA,2020-01-05 09:04:16,54.77,-101.88,7.56,96,100,3.44,light snow,0.0,0.75
504,Villa Maria,CO,2020-01-05 09:04:17,4.5,-74.09,51.8,87,20,2.24,few clouds,0.0,0.0
505,Suntar,RU,2020-01-05 09:04:17,62.16,117.65,-1.07,95,100,3.74,overcast clouds,0.0,0.0
506,Dongtai,CN,2020-01-05 09:04:17,32.85,120.31,50.0,86,100,3.0,light rain,2.25,0.0
507,Talakan,RU,2020-01-05 09:04:17,50.29,130.28,-8.91,99,91,1.66,overcast clouds,0.0,0.0
508,Toppenish,US,2020-01-05 09:04:18,46.38,-120.31,42.01,77,90,3.36,overcast clouds,0.0,0.0
509,Sola,TZ,2020-01-05 09:04:18,-3.17,33.8,79.07,49,57,6.55,broken clouds,0.0,0.0
510,Santiago,PH,2020-01-05 09:04:18,16.69,121.54,71.17,87,51,4.0,light rain,0.5,0.0
511,Bakel,SN,2020-01-05 09:04:18,14.9,-12.46,67.06,15,0,17.11,clear sky,0.0,0.0
512,Radhanpur,IN,2020-01-05 09:04:18,23.83,71.61,78.58,27,0,9.62,clear sky,0.0,0.0
513,Shizunai,JP,2020-01-05 09:04:19,42.33,142.37,18.43,82,92,8.48,light snow,0.0,0.19
514,West Bay,CA,2020-01-05 09:04:19,49.34,-123.21,46.0,87,90,12.75,light rain,0.0,0.0
515,Ardesen,TR,2020-01-05 09:04:19,41.19,40.99,50.0,57,40,12.75,scattered clouds,0.0,0.0
516,Mikhaylovka,RU,2020-01-05 09:04:19,52.96,103.29,9.09,86,84,2.3,broken clouds,0.0,0.0
517,Pandan,PH,2020-01-05 09:04:20,11.72,122.09,79.61,81,60,26.22,light rain,0.81,0.0
518,Shiogama,JP,2020-01-05 09:04:20,38.33,141.02,35.6,59,40,4.7,scattered clouds,0.0,0.0
519,Airai,TL,2020-01-05 09:04:20,-8.93,125.41,73.8,83,78,3.36,light rain,2.63,0.0
520,Leh,IN,2020-01-05 09:04:20,34.16,77.58,3.78,41,63,1.01,broken clouds,0.0,0.0
521,Mareeba,AU,2020-01-05 09:04:20,-16.99,145.42,82.99,69,75,10.29,broken clouds,0.0,0.0
522,Puri,ID,2020-01-05 09:04:21,-7.54,112.45,83.1,77,100,10.96,moderate rain,6.06,0.0
523,Kharp,RU,2020-01-05 09:04:21,66.82,65.8,15.03,95,84,10.51,light snow,0.0,0.56
524,Wangaratta,AU,2020-01-05 09:04:21,-36.36,146.32,66.0,67,75,5.82,light intensity shower rain,0.0,0.0
525,Tazovskiy,RU,2020-01-05 09:04:21,67.47,78.7,21.31,89,60,19.86,broken clouds,0.0,0.0
526,Todos Santos,MX,2020-01-05 09:04:21,23.45,-110.23,64.99,85,0,1.01,clear sky,0.0,0.0
527,Sarakhs,TM,2020-01-05 09:04:22,36.54,61.16,41.0,86,75,9.17,broken clouds,0.0,0.0
528,Borogontsy,RU,2020-01-05 09:04:22,62.67,131.17,-13.5,97,96,5.84,light snow,0.0,0.13
529,Taber,CA,2020-01-05 08:59:52,49.79,-112.14,30.99,46,1,16.11,clear sky,0.0,0.0
530,Kongolo,CD,2020-01-05 09:04:22,-5.39,27.0,78.93,86,90,2.75,moderate rain,4.13,0.0
531,Mogadishu,SO,2020-01-05 09:04:22,2.04,45.34,86.0,62,20,17.22,few clouds,0.0,0.0
532,Baruun-Urt,MN,2020-01-05 09:04:23,46.68,113.28,18.01,82,100,6.87,overcast clouds,0.0,0.0
